ID,author,title,year,journal,volume,number,pages,url,doi
1490,Eric K Clemons and Robert J Kauffman and Weber,"Special Section: Competitive Strategy, Economics, and Information Systems",,Journal of Management Information Systems,26,2,,,10.2753/MIS0742-1222260201
1491,Peter Weill and Margrethe H Olsonp and Eter Weill and Margrethe H Olson,An Assessment ofthe Contingency Theory of Management Information Systems,,Journal of Management Information Systems,6,1,,,
1492,,,,Journal of Management Information Systems,7,4,,,
1493,,"Thumbs Up, Sales Up? The Contingent Effect of Facebook Likes on Sales Performance in Social Commerce",,Journal of Management Information Systems,32,4,,,10.1080/07421222.2015.1138372
1494,Evan E Anderson,Choice Models for the Evaluation and Selection of Software Packages,,Journal of Management Information Systems,6,4,,,
1495,Christopher J Wolfe and Uday S Murthy,Negotiation Support Systems in Budget Negotiations: An Experimental Analysis,,Journal of Management Information Systems,22,3,,,
1496,Ali Reza Montazemi and John J Siam and Akbar Esfahanipour,Effect of Network Relations on the Adoption of Electronic Trading Systems,,Journal of Management Information Systems,25,1,,,10.2753/MIS0742-1222250109
1497,Eric K Clemons and Matt E Thatcher and Michael C Row and Eric K Clemons See,Identifying Sources of Reengineering Failures: A Study of the Behavioral Factors Contributing to Reengineering Risks,,Journal of Management Information Systems,12,2,,,
1498,Peter Piela and Roy Mckelvey and Arthur W Westerberg and Copyright© M E Sharpc and Piela,An Introduction to the ASCEND Modeling System: Its Language and Interactive Environment,,Journal of Management Information Systems,9,3,,,
1499,Paul J Hart and Carol S Saunders,Emerging Electronic Partnerships: Antecedents and Dimensions of EDI Use from the Supplier's Perspective,,Journal of Management Information Systems,14,4,,,
1500,Tabitha L James and Benjamin Lowry and Linda Wallace and Merrill Warkentin and Paul Benjamin Lowry,The Effect of Belongingness on Obsessive-Compulsive Disorder in the Use of Online Social Networks,,Journal of Management Information Systems,34,2,,,10.1080/07421222.2017.1334496
1501,Michel Benaroch and Michel Bhnaroch and Martin J Whitman,On the Valuation of Multistage Information Technology Investments Emhedding Nested Real Options,,Journal of Management Information Systems,23,1,,,
1502,Liangfei Qiu and Huaxia Rui and Andrew B Whinston,Effects of Social Networks on Prediction Markets: Examination in a Controlled Experiment,,Journal of Management Information Systems,30,4,,,10.2753/MIS0742-1222300409
1503,,Telecommunications and Economic Activity: An Analysis of Granger Causality,,Journal of Management Information Systems,17,4,,,
1504,Hsing Kenneth Cheng and Juan Feng and Gary J Koehler and Sean Marston,Entertainment Without Borders: The Impact of Digital Technologies on Government Cultural Policy,,Journal of Management Information Systems,27,3,,,10.2753/MIS0742-1222270310
1505,Bharat A Jain and Barin N Nag,Performance Evaluation of Neural Network Decision Models BHARAT A. JAIN AND BARIN N. NAG,,Journal of Management Information Systems,14,2,,,
1506,Beverly K Kahn and Linda R Garceau,A Developmental Model of the Database Administration Function,,Journal of Management Information Systems,1,4,,,
1507,Jay F Nunamaker and Ralph H Sprague,Special Issue: Information Technology and Its Organizational Impact,,Journal of Management Information Systems,12,3,,,
1508,James D Mckeen and Tor Guimaraes,Successful Strategies for User Participation in Systems Development,,Journal of Management Information Systems,14,2,,,
1509,,,,Journal of Management Information Systems,22,1,,,
1510,"John Benamati and Albert L Lederer and Skip "" Benamati","Rapid Information Technology Change, Coping Mechanisms, and the Emerging Technologies Group",,Journal of Management Information Systems,17,4,,,
1511,Wenjing Duan and Jie Zhang,The Comparative Performance of Online Referral Channels in E-Commerce,,Journal of Management Information Systems,38,3,,,10.1080/07421222.2021.1962598
1512,Roderick I Swaab and Tom Postmes and Peter Neijens and Marius H Kiers,Multiparty Negotiation Support: The Role of Visualization's Influence on the Development of Shared Mental Models,,Journal of Management Information Systems,19,1,,,
1513,Philipp J Astor and Marc T P Adam and Jerc = Ic and Kristina Schaaff and Christof Weinhardt,Integrating Biosignals into Information Systems: A NeuroIS Tool for Improving Emotion Regulation,,Journal of Management Information Systems,30,3,,,10.2753/MIS0742-1222300309
1514,Roy Schmidt and Kalle Lyytinen and Mark Keil and Paul Cule,Identifying Software Project Risks: An International Delphi Study,,Journal of Management Information Systems,17,4,,,
1515,Hailiang Chen and Yu Jeffrey Hu and Shan Huang,Monetary Incentive and Stock Opinions on Social Media,,Journal of Management Information Systems,36,2,,,10.1080/07421222.2019.1598686
1516,Karr T Larsen and Kai R T Larsen and Related Concepi and Rebled Codcept and Relulol Caocqh and I. Lxxj,A Taxonomy of Antecedents of Information Systems Success: Variable Analysis Studies,,Journal of Management Information Systems,20,2,,,
1517,Levent Orman,An Array Algebra for Database Applications,,Journal of Management Information Systems,1,4,,,
1518,,,,Journal of Management Information Systems,3,1,,,
1519,,,,Journal of Management Information Systems,25,1,,,10.2753/MIS0742-1222250100
1520,Moshe Zviran,Relationships between Organizational and Information Systems Objectives: Some Empirical Evidence,,Journal of Management Information Systems,7,1,,,
1521,Christian Wagner and Ann Majchrzak,Enabling Customer-Centricity Using Wikis and the Wiki Way CHRISTIAN WAGNER AND ANN MAJCHRZAK,,Journal of Management Information Systems,23,3,,,10.2753/MIS0742-1222230302
1522,Robert 0 Briggs and Alan R Dennis and Brenda S Beck and Jay F Nunamaker and O. Robert and Briggs,Whither the Pen-Based Interface?,,Journal of Management Information Systems,9,3,,,
1523,Mo A Mahmood and Jack D Becker,Effect of Organizational Maturity on End-Users' Satisfaction with Information Systems,,Journal of Management Information Systems,2,3,,,
1524,Ronald L Thompson and Jane M Howell and Christopher A Higgins,Influence of Experience on Personal Computer Utilization: Testing a Conceptual Model,,Journal of Management Information Systems,11,1,,,
1525,John Tillquist and Gary A Anderson,Institutional Bridging: How Conceptions of IT-Enabled Change Shape the Planning Process,,Journal of Management Information Systems,17,2,,,
1526,Anne P Massey and Mrrzi M Montoya-Weiss and Tonym M O'driscoll and Mitzi M Montoya-Weiss,Performance-Centered Design of Knowledge-Intensive Processes,,Journal of Management Information Systems,18,4,,,
1527,Wei Dong and Shaoyi Liao and Zhongju Zhang,Leveraging Financial Social Media Data for Corporate Fraud Detection,,Journal of Management Information Systems,35,2,,,10.1080/07421222.2018.1451954
1528,Corey M Angst and Sarv Devaraj and John D'arcy and D. ' Arcy,Dual Role of IT-Assisted Communication in Patient Care: A Validated Structure-Process-Outcome Framework,,Journal of Management Information Systems,29,2,,,10.2753/MIS0742-1222290209
1529,Salvatore T March and March and Young-Gul Kim,Information Resource Management: A Metadata Perspective SALVATORE T. MARCH and YOUNG-GUL KIM,,Journal of Management Information Systems,5,3,,,
1530,Liqiang Huang and Chuan-Hoo Tan and Weiling Ke and Kwok-Kee Wei,Comprehension and Assessment of Product Reviews: A Review-Product Congruity Proposition,,Journal of Management Information Systems,30,3,,,10.2753/MIS0742-1222300311
1531,Ting-Peng Liang,Special Section: Research in Integrating Learning Capabilities into Information Systems TING-PENG LIANG Guest Editor,,Journal of Management Information Systems,9,4,,,
1532,Kevin K Y Kuan and Yingqin Zhong and Patrick Y K Chau,Informational and Normative Social Influence in Group-Buying: Evidence from Self-Reported and EEG Data,,Journal of Management Information Systems,30,4,,,10.2753/MIS0742-1222300406
1533,Robert O Briggs and Jay F Nunamaker and Xusen Chen and Shizuan Fu and Triparna De Vreede and Gert- Jan De Vreede and Isabella Seeber and Ronald Maier and Barbara Weber,Special Section: The Growing Complexity of Enterprise Software,,Journal of Management Information Systems,37,2,,,10.1080/07421222.2020.1759339
1534,Scott C Mcintyre and Benn R Konsynski and Jay F Nunamaker and America South and Nunamaker,Automating Planning Environments: Knowledge Integration and Model Scripting,,Journal of Management Information Systems,2,4,,,
1535,Chris Parker and Bruce W Weber,Launching Successful E-Markets: A Broker-Level Order-Routing Analysis of Two Options Exchanges,,Journal of Management Information Systems,31,2,,,10.2753/MIS0742-1222310203
1536,Pankush Kalgotra and Ramesh Sharda,When will I get out of the Hospital? Modeling Length of Stay using Comorbidity Networks,,Journal of Management Information Systems,38,4,,,10.1080/07421222.2021.1990618
1537,Andrew Gemino Drew and Adrienne Olnick Kutzschan and Andrew Gemino,Investigating Coherence and Multimedia Effects of a Technology-Mediated Collaborative Environment,,Journal of Management Information Systems,22,3,,,
1538,,,,Journal of Management Information Systems,12,2,,,
1539,Paul H Cheney and Vida G Scarpello,Job Satisfaction and Information Systems Research,,Journal of Management Information Systems,2,3,,,
1540,Robert O Briggs And and Jay F Nunamaker,Special Issue: Multiple Dimensions of Value in Information Systems,,Journal of Management Information Systems,29,4,,,10.2753/MIS0742-1222290403
1541,Hong Guo and Subhajyoti Bandyopadhyay and Kenneth Cheng and Yu-Chen Yang,Net Neutrality and Vertical Integration of Content and Broadband Services,,Journal of Management Information Systems,27,2,,,10.2753/MIS0742-1222270208
1542,Prabuddha De,Semantic Modeling of Internal Controls in Database Design PRABUDDHA DE and ARUN SEN,,Journal of Management Information Systems,5,2,,,
1543,Soo Jeong Hong and Johannes M Bauer and Kwangjin Lee and Nelson F Granados,Drivers of Supplier Participation in Ride-Hailing Platforms,,Journal of Management Information Systems,37,3,,,10.1080/07421222.2020.1790177
1544,Hamed Qahri-Saremi and Ofir Turel,Ambivalence and Coping Responses in Post-Adoptive Information Systems Use,,Journal of Management Information Systems,37,3,,,10.1080/07421222.2020.1790193
1545,Srinivasan Venkatraman and Christy M K Cheung and Zach W Y Lee and Fred D Davis and Viswanath Venkatesh,"The ""Darth"" Side of Technology Use: An Inductively Derived Typology of Cyberdeviance",,Journal of Management Information Systems,35,4,,,10.1080/07421222.2018.1523531
1546,Eric K Clemons and Michael C Row,Special Section: Strategic and Competitive Information Systems,,Journal of Management Information Systems,11,2,,,
1547,Jahangir Karimi and Toni M Somers and Anol Bhattacherjee,The Impact of ERP Implementation on Business Process Outcomes: A Factor-Based Study,,Journal of Management Information Systems,24,1,,,10.2753/MIS0742-1222240103
1548,,,,Journal of Management Information Systems,39,2,,,10.1080/07421222.2022.2063548
1549,Rajiv Ki Shore and Manish Agrawal,"Determinants of Sourcing During Technology Growth and Maturity: An Empirical Study of e-Commerce Sourcing RAJIV KISHORE, MANISH AGRAWAL. AND H. RAGHAV RAO",,Journal of Management Information Systems,21,3,,,
1550,E. Burton and Swanson E Burton Swanson,A Note on Information Attributes,,Journal of Management Information Systems,2,3,,,
1551,Nachman Agmon,Assessing Data Reliability in an Information System,,Journal of Management Information Systems,4,2,,,
1552,Roberto J Mejias and Morgan M Shepherd and Douglas R Vogel and Litva Lazaneo,Consensus and Perceived Satisfaction Levels: A Cross-Cultural Comparison of GSS and Non-GSS Outcomes within and between the United States and Mexico,,Journal of Management Information Systems,13,3,,,
1553,Xin Xu and James Y L Thong and Yan Tam and Hong Kong,Winning Back Technology Disadopters: Testing a Technology Readoption Model in the Context of Mobile Internet Services,,Journal of Management Information Systems,34,1,,,10.1080/07421222.2017.1297172
1554,Robert A Schwartz and Bruce W Weber and Robhrt A Schwartz,Next-Generation Securities Market Systems: An Experimental Investigation of Quote-Driven and Order-Driven Trading,,Journal of Management Information Systems,14,2,,,
1555,Brad Quinn Post,A Business Case Framework for Group Support Technology BRAD QUINN POST,,Journal of Management Information Systems,9,3,,,
1556,Henry C Lucas and Jack Baroudi,The Role of Information Technology in Organization Design,,Journal of Management Information Systems,10,4,,,
1557,Stuart Madnick and Richard Wang and Xiang Xian,The Design and Implementation of a Corporate Householding Knowledge Processor to Improve Data Quality,,Journal of Management Information Systems,20,3,,,
1558,Lei Chi,Understanding Postadoptive Behaviors in Information Systems Use: A Longitudinal Analysis of System Use Problems in the Business Intelligence Context,,Journal of Management Information Systems,29,3,,,10.2753/MIS0742-1222290309
1559,Sumit Sircar and Joe L Turnbow,A Framework for Assessing the Relationship Between Information Technology Investments and Firm Performance,,Journal of Management Information Systems,16,4,,,
1560,Massimo Magni and Corey M Angst and Ritu Agarwal,Everybody Needs Somebody: The Influence of Team Network Structure on Information Technology Use,,Journal of Management Information Systems,29,3,,,10.2753/MIS0742-1222290301
1561,Bent Flyvbjerg and Alexander Budzier and Jong Seok Lee and Mark Keil and Daniel Lunn and Dirk W Bester,The Empirical Reality of IT Project Cost Overruns: Discovering A Power-Law Distribution,,Journal of Management Information Systems,39,3,,,10.1080/07421222.2022.2096544
